incident_date,letter_date,school,cases_count,no_case_count,incident_text,school_level,school_name_long,state_school_id,lea_name,lea_id,level,grades,ward,charter_status,phone,address
2021-09-09,2021-09-13,Ludlow-Taylor,1,False,"A letter to the Ludlow-Taylor community was sent on September 13, 2021, notifying them of two positive COVID-19 cases in the building on September 9 and September 10, 2021.",Elementary,Ludlow-Taylor Elementary School,271.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3244,"659 G St. NE, WASHINGTON, DC 20002"
2021-09-09,2021-09-10,Moore,1,True,"A letter to the Luke C. Moore community was sent on September 10, 2021, notifying them of a positive COVID-19 case in the building on September 9, 2021.",Unknown,Luke C. Moore High School,884.0,District of Columbia Public Schools,1.0,High,9 - 12,5,DCPS,(202) 281-3600,"1001 Monroe St. NE, WASHINGTON, DC 20017"
2021-09-09,2021-09-14,Raymond,1,True,"A letter to the Raymond community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 9, 2021.",Elementary,Raymond Elementary School,302.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6236,"2501 11th Street, NW, WASHINGTON, DC 20001"
2021-09-09,2021-09-13,River Terrace,2,False,"A letter to the River Terrace community was sent on September 13, 2021, notifying them of two positive COVID-19 cases in the building. One on September 9, 2021, and one on September 10, 2021.",3-12,River Terrace Education Campus,304.0,District of Columbia Public Schools,1.0,3-12,3 - 12,7,DCPS,(202) 442-7111,"405 Anacostia Ave. NE, WASHINGTON, DC 20019"
2021-09-09,2021-09-16,School Without Walls,1,True,"A letter to the SWW @ Francis Stevens community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 9, 2021.",PK-8,School Without Walls High School,466.0,District of Columbia Public Schools,1.0,High,9 - 12,2,DCPS,(202) 645-9690,"2130 G St. NW, WASHINGTON, DC 20037"
2021-09-09,2021-09-16,School Without Walls,1,True,"A letter to the SWW @ Francis Stevens community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 9, 2021.",PK-8,School Without Walls High School,466.0,District of Columbia Public Schools,1.0,High,9 - 12,2,DCPS,(202) 645-9690,"2130 G St. NW, WASHINGTON, DC 20037"
2021-09-09,2021-09-14,Shepherd,1,True,"A letter to the Shepherd community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 9, 2021.",Elementary,Shepherd Elementary School,313.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6140,"7800 14th St NW, WASHINGTON, DC 20012"
2021-09-09,2021-09-14,Truesdell,1,True,"A letter to the Truesdell community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 9, 2021. ",Elementary,Truesdell Elementary School,327.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6202,"800 Ingraham St. NW, WASHINGTON, DC 20011"
2021-09-09,2021-09-13,Tyler,3,False,"A letter to the Tyler community was sent on September 13, 2021, notifying them of three positive COVID-19 cases in the building. One on September 9, 2021, and two on September 10, 2021.",Elementary,Tyler Elementary School,330.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 939-4810,"1001 G St. SE, WASHINGTON, DC 20003"
2021-09-10,2021-09-14,Amidon-Bowen,1,True,"A letter to the Amidon-Bowen community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Amidon-Bowen Elementary School,203.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 724-4867,"401 I St. SW, WASHINGTON, DC 20024"
2021-09-10,2021-09-14,Amidon-Bowen,3,False,"A letter to the Amidon-Bowen community was sent on September 14, 2021, notifying them of three positive COVID-19 cases in the building on September 10, 2021, and one positive case on September 13, 2021.",Elementary,Amidon-Bowen Elementary School,203.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 724-4867,"401 I St. SW, WASHINGTON, DC 20024"
2021-09-10,2021-09-14,Ballou,1,False,"A letter to the Ballou community was sent on September 14, 2021, notifying them of three positive COVID-19 cases in the building on September 9, 2021, and one positive case in the building on September 10, 2021.",High,Ballou High School,452.0,District of Columbia Public Schools,1.0,High,9 - 12,8,DCPS,(202) 645-3400,"3401 4th St. SE, WASHINGTON, DC 20032"
2021-09-10,2021-09-17,Ballou,1,True,"A letter to the Ballou community was sent on September 17, 2021, notifying them of a positive case in the building on September 10, 2021.",High,Ballou High School,452.0,District of Columbia Public Schools,1.0,High,9 - 12,8,DCPS,(202) 645-3400,"3401 4th St. SE, WASHINGTON, DC 20032"
2021-09-10,2021-09-16,Bancroft,1,True,"A letter to the Bancroft community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Bancroft Elementary School,204.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 673-7280,"1755 Newton St. NW, WASHINGTON, DC 20010"
2021-09-10,2021-09-14,Boone,1,True,"A letter to the Boone community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Lawrence E. Boone Elementary School,291.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 671-6240,"2200 Minnesota Ave. SE, WASHINGTON, DC 20020"
2021-09-10,2021-09-16,Brightwood,1,True,"A letter to the Brightwood community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Brightwood Elementary School,213.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 722-5670,"1300 Nicholson St. NW, WASHINGTON, DC 20011"
2021-09-10,2021-09-12,Brookland,1,True,"A letter to the Brookland community was sent on September 12, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Middle,Brookland Middle School,347.0,District of Columbia Public Schools,1.0,Middle,6 - 8,5,DCPS,(202) 759-1999,"1150 Michigan Ave NE, WASHINGTON, DC 20017"
2021-09-10,2021-09-13,Browne,1,True,"A letter to the Browne community was sent on September 13, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",PK-8,Browne Education Campus,404.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,5,DCPS,(202) 671-6210,"850 26th St. NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-17,Bruce-Monroe,1,True,"A letter to the Bruce-Monroe community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 10.",Elementary,Bruce-Monroe Elementary School @ Park View,296.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 576-6222,"3560 Warder St. NW, WASHINGTON, DC 20010"
2021-09-10,2021-09-15,Burroughs,1,True,"A letter to the Burroughs community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Burroughs Elementary School,220.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,5,DCPS,(202) 576-6150,"1820 Monroe St. NE, WASHINGTON, DC 20018"
2021-09-10,2021-09-13,CHEC,1,True,"A letter to the CHEC community was sent on September 13, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",6-12,Columbia Heights Education Campus,442.0,District of Columbia Public Schools,1.0,6-12,6 - 12,1,DCPS,(202) 939-7700,"3101 16th St. NW, WASHINGTON, DC 20010"
2021-09-10,2021-09-14,Capitol Hill Montessori,1,False,"A letter to the Capitol Hill Montessori community was sent on September 14, 2021, notifying them of four positive COVID-19 cases. Three last in the building on September 9, 2021, and one last in the building on September 10, 2021.",Elementary,Capitol Hill Montessori School @ Logan,360.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,6,DCPS,(202) 698-4467,"215 G St NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-16,Capitol Hill Montessori,1,True,"A letter to the Capitol Hill Montessori community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021. ",Elementary,Capitol Hill Montessori School @ Logan,360.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,6,DCPS,(202) 698-4467,"215 G St NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-14,Cardozo,1,True,"A letter to the Cardozo community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",6-12,Cardozo Education Campus,454.0,District of Columbia Public Schools,1.0,6-12,6 - 12,1,DCPS,(202) 673-7385,"1200 Clifton St. NW, WASHINGTON, DC 20009"
2021-09-10,2021-09-12,Deal,1,True,"A letter to the Deal community was sent on September 12, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Middle,Deal Middle School,405.0,District of Columbia Public Schools,1.0,Middle,6 - 8,3,DCPS,(202) 939-2010,"3815 Fort Dr. NW, WASHINGTON, DC 20016"
2021-09-10,2021-09-13,Eaton,1,True,"A letter to the Eaton community was sent on September 13, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Eaton Elementary School,232.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,3,DCPS,(202) 282-0103,"3301 Lowell St NW, WASHINGTON, DC 20008"
2021-09-10,2021-09-15,Eaton,1,True,"A letter to the Eaton community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Eaton Elementary School,232.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,3,DCPS,(202) 282-0103,"3301 Lowell St NW, WASHINGTON, DC 20008"
2021-09-10,2021-09-16,Cooke,1,True,"A letter to the H.D.Cooke  community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Unknown,H.D. Cooke Elementary School,227.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 939-5390,"2525 17th St. NW, WASHINGTON, DC 20009"
2021-09-10,2021-09-15,Woodson,1,True,"A letter to the HD Woodson community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",High,H.D. Woodson High School,464.0,District of Columbia Public Schools,1.0,High,9 - 12,7,DCPS,(202) 939-2030,"540 55th St. NE, WASHINGTON, DC 20019"
2021-09-10,2021-09-13,Hart,1,False,"A letter to the Hart community was sent on September 13, 2021, notifying them of two positive COVID-19 cases in the building on September 9 and September 10, respectively. ",Middle,Hart Middle School,413.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 671-6426,"601 Mississippi Ave. SE, WASHINGTON, DC 20032"
2021-09-10,2021-09-15,Johnson,1,True,"A letter to the Johnson community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Middle,Johnson Middle School,416.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 939-3140,"1400 Bruce Pl. SE, WASHINGTON, DC 20020"
2021-09-10,2021-09-21,Johnson,1,True,"A letter to the Johnson community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Middle,Johnson Middle School,416.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 939-3140,"1400 Bruce Pl. SE, WASHINGTON, DC 20020"
2021-09-10,2021-09-16,Key,1,True,"A letter to the Key community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Key Elementary School,272.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,3,DCPS,(202) 729-3280,"5001 Dana Pl. NW, WASHINGTON, DC 20016"
2021-09-10,2021-09-13,Lafayette,1,False,"A letter to the Lafayette community was sent on September 13, 2021, notifying them of one positive COVID-19 case in the building on September 10, 2021.",Elementary,Lafayette Elementary School,261.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,4,DCPS,(202) 282-0116,"5701 Broad Branch Rd. NW, WASHINGTON, DC 20015"
2021-09-10,2021-09-13,Langley,1,False,"A letter to the Langley community was sent on September 13, 2021, notifying them of one positive COVID-19 case in the building on September 10, 2021.",Elementary,Langley Elementary School,370.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,5,DCPS,(202) 724-4223,"101 T Street NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-13,Ludlow-Taylor,1,False,"A letter to the Ludlow-Taylor community was sent on September 13, 2021, notifying them of two positive COVID-19 cases in the building on September 9 and September 10, 2021.",Elementary,Ludlow-Taylor Elementary School,271.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3244,"659 G St. NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-15,Ludlow-Taylor,1,True,"A letter to the Ludlow-Taylor community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Ludlow-Taylor Elementary School,271.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3244,"659 G St. NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-13,McKinley,1,True,"A letter to the McKinley community was sent on September 13, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Unknown,,,,,,,Unk,,,
2021-09-10,2021-09-16,Nalle,1,True,"A letter to the Nalle community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Nalle Elementary School,288.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6280,"219 50th St. SE, WASHINGTON, DC 20019"
2021-09-10,2021-09-21,Nalle,1,True,"A letter to the Nalle community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Nalle Elementary School,288.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6280,"219 50th St. SE, WASHINGTON, DC 20019"
2021-09-10,2021-09-13,Noyes,1,True,"A letter to the Noyes community was sent on September 13, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Noyes Elementary School,290.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,5,DCPS,(202) 281-2580,"2725 10th St. NE, WASHINGTON, DC 20018"
2021-09-10,2021-09-13,Oyster-Adams,1,True,"A letter to the Oyster-Adams community was sent on September 13, 2021, notifying them of a positive COVID-19 case at Oyster on September 10, 2021.",PK-8,Oyster-Adams Bilingual School,292.0,District of Columbia Public Schools,1.0,K-8,PK4 - 8,3,DCPS,(202) 671-6130,"2801 Calvert St. NW and 2020 19th St. NW, WASHINGTON, DC 20008"
2021-09-10,2021-09-20,Oyster-Adams,1,False,"A letter to the Oyster-Adams community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 10 (Adams campus) and September 13 (Oyster campus), 2021, respectively.",PK-8,Oyster-Adams Bilingual School,292.0,District of Columbia Public Schools,1.0,K-8,PK4 - 8,3,DCPS,(202) 671-6130,"2801 Calvert St. NW and 2020 19th St. NW, WASHINGTON, DC 20008"
2021-09-10,2021-09-14,Patterson,1,True,"A letter to the Patterson community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Patterson Elementary School,294.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 939-5280,"4399 South Capitol Terr. SW, WASHINGTON, DC 20032"
2021-09-10,2021-09-13,River Terrace,1,False,"A letter to the River Terrace community was sent on September 13, 2021, notifying them of two positive COVID-19 cases in the building. One on September 9, 2021, and one on September 10, 2021.",3-12,River Terrace Education Campus,304.0,District of Columbia Public Schools,1.0,3-12,3 - 12,7,DCPS,(202) 442-7111,"405 Anacostia Ave. NE, WASHINGTON, DC 20019"
2021-09-10,2021-09-14,SWS Goding,1,True,"A letter to the SWS Goding community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,School-Within-School @ Goding,175.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 727-7377,"810 26th Street, NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-17,Sousa,1,True,"A letter to the Sousa community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Middle,Sousa Middle School,427.0,District of Columbia Public Schools,1.0,Middle,6 - 8,7,DCPS,(202) 729-3260,"3650 Ely Pl. SE, WASHINGTON, DC 20019"
2021-09-10,2021-09-10,Stanton,1,True,"A letter to the Stanton community was sent on September 10, 2021, notifying them of positive COVID-19 cases in the building on September 3 and September 10, 2021.",Elementary,Stanton Elementary School,319.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 671-6180,"2701 Naylor Rd. SE, WASHINGTON, DC 20020"
2021-09-10,2021-09-16,Takoma,1,True,"A letter to the Takoma community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021.",Elementary,Takoma Elementary School,324.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 671-6050,"7010 Piney Branch Rd. NW, WASHINGTON, DC 20012"
2021-09-10,2021-09-13,Turner,2,False,"A letter to the Turner community was sent on September 13, 2021, notifying them of three positive COVID-19 cases in the building. One on September 8, 2021, and two on September 10, 2021.",Elementary,Turner Elementary School,329.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 645-3470,"3264 Stanton Rd. SE, WASHINGTON, DC 20032"
2021-09-10,2021-09-13,Tyler,2,False,"A letter to the Tyler community was sent on September 13, 2021, notifying them of three positive COVID-19 cases in the building. One on September 9, 2021, and two on September 10, 2021.",Elementary,Tyler Elementary School,330.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 939-4810,"1001 G St. SE, WASHINGTON, DC 20003"
2021-09-10,2021-09-14,Tyler,1,False,"A letter to the Tyler community was sent on September 14, 2021, notifying them of two positive COVID-19 cases in the building on September 10 and September 13, 2021.",Elementary,Tyler Elementary School,330.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 939-4810,"1001 G St. SE, WASHINGTON, DC 20003"
2021-09-10,2021-09-12,Wells,2,False,"A letter to the Wells community was sent on September 12, 2021, notifying them of two positive COVID-19 cases in the building on September 10, 2021.",Middle,Ida B. Wells Middle School,1071.0,District of Columbia Public Schools,1.0,Middle,6 - 8,4,DCPS,(202) 671-0693,"405 Sheridan St. NW, WASHINGTON, DC 20011"
2021-09-10,2021-09-16,West,1,True,"A letter to the West community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 10, 2021. ",Elementary,West Elementary School,336.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6226,"1335 Farragut St NW, WASHINGTON, DC 20011"
2021-09-10,2021-09-10,Whittier,1,False,"A letter to the Whittier community was sent on September 10, 2021, notifying them of two positive COVID-19 cases in the building on September 2, 2021 and September 10, 2021, respectively.",Elementary,Whittier Elementary School,338.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6156,"6201 5th St. NW, WASHINGTON, DC 20011"
2021-09-10,2021-09-17,Wilson,2,False,"A letter to the Wilson community was sent on September 17, 2021, notifying them of one positive COVID-19 case in the building on September 8, 2021, two positive cases in the building on September 10, and one positive case in the building on September 15, 2021.",High,J.O. Wilson Elementary School,339.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-4733,"660 K St. NE, WASHINGTON, DC 20002"
2021-09-10,2021-09-17,Wilson,2,False,"A letter to the Wilson community was sent on September 17, 2021, notifying them of one positive COVID-19 case in the building on September 8, 2021, two positive cases in the building on September 10, and one positive case in the building on September 15, 2021.",High,Woodrow Wilson High School,463.0,District of Columbia Public Schools,1.0,High,9 - 12,3,DCPS,(202) 282-0120,"3950 Chesapeake St. NW, WASHINGTON, DC 20016"
2021-09-11,2021-09-14,Payne,1,True,"A letter to the Payne community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 11, 2021.",Elementary,Payne Elementary School,295.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3262,"1445 C St. SE, WASHINGTON, DC 20003"
2021-09-13,2021-09-14,Amidon-Bowen,1,False,"A letter to the Amidon-Bowen community was sent on September 14, 2021, notifying them of three positive COVID-19 cases in the building on September 10, 2021, and one positive case on September 13, 2021.",Elementary,Amidon-Bowen Elementary School,203.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 724-4867,"401 I St. SW, WASHINGTON, DC 20024"
2021-09-13,2021-09-14,Bancroft,1,True,"A letter to the Bancroft community was sent on September 14, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Elementary,Bancroft Elementary School,204.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 673-7280,"1755 Newton St. NW, WASHINGTON, DC 20010"
2021-09-13,2021-09-17,Banneker,1,True,"A letter to the Banneker community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",High,Benjamin Banneker High School,402.0,District of Columbia Public Schools,1.0,High,9 - 12,1,DCPS,(202) 671-6320,"925 Rhode Island Ave. NW, WASHINGTON, DC 20001"
2021-09-13,2021-09-21,Bard,1,True,"A letter to the Bard community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",High,Bard High School Early College DC (Bard DC),1058.0,District of Columbia Public Schools,1.0,High,9 - 12,7,DCPS,(202) 898-4664,"4430 H St. SE, WASHINGTON, DC 20019"
2021-09-13,2021-09-15,Beers,1,True,"A letter to the Beers community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021. ",Elementary,Beers Elementary School,206.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 939-4800,"3600 Alabama Ave. SE, WASHINGTON, DC 20020"
2021-09-13,2021-09-17,Bruce-Monroe,2,False,"A letter to the Bruce-Monroe community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on the following dates: two individuals on September 13 and one individual on September 14.",Elementary,Bruce-Monroe Elementary School @ Park View,296.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 576-6222,"3560 Warder St. NW, WASHINGTON, DC 20010"
2021-09-13,2021-09-21,Capitol Hill Montessori,1,True,"A letter to the Capitol Hill Montessori community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021. ",Elementary,Capitol Hill Montessori School @ Logan,360.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,6,DCPS,(202) 698-4467,"215 G St NE, WASHINGTON, DC 20002"
2021-09-13,2021-09-15,Drew,1,True,"A letter to the Drew community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Elementary,Drew Elementary School,231.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6040,"5600 Eads St. NE, WASHINGTON, DC 20019"
2021-09-13,2021-09-20,Woodson,1,False,"A letter to the H.D. Woodson community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 13 and September 17, 2021.",High,H.D. Woodson High School,464.0,District of Columbia Public Schools,1.0,High,9 - 12,7,DCPS,(202) 939-2030,"540 55th St. NE, WASHINGTON, DC 20019"
2021-09-13,2021-09-17,Hart,1,False,"A letter to the Hart community was sent on September 17, 2021, notifying them of one positive COVID-19 case in the building on September 13 and three positive cases on September 16, 2021.",Middle,Hart Middle School,413.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 671-6426,"601 Mississippi Ave. SE, WASHINGTON, DC 20032"
2021-09-13,2021-09-19,Hendley,1,False,"A letter to the Hendley community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 13, and two positive cases on September 16, 2021. ",Elementary,Hendley Elementary School,249.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 645-3450,"425 Chesapeake St. SE, WASHINGTON, DC 20032"
2021-09-13,2021-09-16,Houston,1,True,"A letter to the Houston community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Elementary,Houston Elementary School,251.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6170,"1100 50th Pl. NE, WASHINGTON, DC 20019"
2021-09-13,2021-09-17,Houston,1,True,"A letter to the Houston community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Elementary,Houston Elementary School,251.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6170,"1100 50th Pl. NE, WASHINGTON, DC 20019"
2021-09-13,2021-09-20,Wells,1,True,"A letter to the Ida B. Wells community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 13 and a positive case on September 15, 2021.",Middle,Ida B. Wells Middle School,1071.0,District of Columbia Public Schools,1.0,Middle,6 - 8,4,DCPS,(202) 671-0693,"405 Sheridan St. NW, WASHINGTON, DC 20011"
2021-09-13,2021-09-16,Kimball,1,True,"A letter to the Kimball community was sent on September 16, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Elementary,Kimball Elementary School,259.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6260,"3375 Minnesota Ave. SE, WASHINGTON, DC 20019"
2021-09-13,2021-09-21,Lafayette,2,False,"A letter to the Lafayette community was sent on September 21, 2021, notifying them of two positive COVID-19 cases in the building on September 13, 2021.",Elementary,Lafayette Elementary School,261.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,4,DCPS,(202) 282-0116,"5701 Broad Branch Rd. NW, WASHINGTON, DC 20015"
2021-09-13,2021-09-20,McKinley MS,1,True,"A letter to the McKinley Middle School community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Unknown,McKinley Middle School,435.0,District of Columbia Public Schools,1.0,Middle,6 - 8,5,DCPS,(202) 281-3950,"151 T. St. NE, WASHINGTON, DC 20002"
2021-09-13,2021-09-19,Military Road,1,True,"A letter to the Military Road community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021. ",PK,Military Road Early Learning Center,1165.0,District of Columbia Public Schools,1.0,Elementary,PK3 - PK4,4,DCPS,(202) 671-6410,"1375 Missouri Ave NW, WASHINGTON, DC 20011"
2021-09-13,2021-09-14,Murch,2,False,"A letter to the Murch community was sent on September 14, 2021, notifying them of two positive COVID-19 cases in the building on September 13, 2021.",Elementary,Murch Elementary School,287.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,3,DCPS,(202) 282-0130,"4810 36th St. NW, WASHINGTON, DC 20008"
2021-09-13,2021-09-14,Oyster-Adams,1,True,"A letter to the Oyster-Adams community was sent on September 14, 2021, notifying them of a positive COVID-19 case at Oyster on September 13, 2021.",PK-8,Oyster-Adams Bilingual School,292.0,District of Columbia Public Schools,1.0,K-8,PK4 - 8,3,DCPS,(202) 671-6130,"2801 Calvert St. NW and 2020 19th St. NW, WASHINGTON, DC 20008"
2021-09-13,2021-09-20,Oyster-Adams,1,False,"A letter to the Oyster-Adams community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 10 (Adams campus) and September 13 (Oyster campus), 2021, respectively.",PK-8,Oyster-Adams Bilingual School,292.0,District of Columbia Public Schools,1.0,K-8,PK4 - 8,3,DCPS,(202) 671-6130,"2801 Calvert St. NW and 2020 19th St. NW, WASHINGTON, DC 20008"
2021-09-13,2021-09-19,School Without Walls,1,True,"A letter to the SWW @ Francis Stevens community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",PK-8,School Without Walls High School,466.0,District of Columbia Public Schools,1.0,High,9 - 12,2,DCPS,(202) 645-9690,"2130 G St. NW, WASHINGTON, DC 20037"
2021-09-13,2021-09-15,Shepherd,1,True,"A letter to the Shepherd community was sent on September 15, 2021, notifying them of a positive COVID-19 case in the building on September 13, 2021.",Elementary,Shepherd Elementary School,313.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6140,"7800 14th St NW, WASHINGTON, DC 20012"
